Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,valence_bin,speechiness_bin
75747,7t2nnN1qpHtbGlXvaXh8T1,George Winston,Restless Wind,The Times Of Harvey Milk,21,265306,False,0.536,0.0289,11,-16.355,1,0.0405,0.978,0.893,0.103,0.188,49.188,4,new-age,0.1-0.2,0.0-0.1
75748,6Ex7CRCo32AUUFhLW58XZn,Tony O'Connor,Memento,September Moon,21,566280,False,0.585,0.186,4,-15.896,0,0.0279,0.882,0.908,0.173,0.317,104.999,4,new-age,0.3-0.4,0.0-0.1
75750,373VrlgiO8PfWBIFsAXvqH,Yiruma,f r a m e,Nocturnal Mind,43,194500,False,0.338,0.134,10,-17.342,1,0.042,0.993,0.921,0.0888,0.068,85.7,4,new-age,0.0-0.1,0.0-0.1
75751,3wl2RHCR2kZdXIsNXMZu7R,Yiruma,f r a m e,Serenade In E,43,310000,False,0.397,0.104,6,-18.249,0,0.0558,0.987,0.92,0.0782,0.093,66.905,4,new-age,0.0-0.1,0.0-0.1
75752,6IUF4O1HhhHj6XHO1kqGkj,Enigma,The Fall Of A Rebel Angel,Diving,38,172000,False,0.227,0.174,0,-22.707,1,0.0392,0.946,0.903,0.203,0.0959,68.901,4,new-age,0.0-0.1,0.0-0.1
75753,3mKbrBTr530Kv1oLJmvOvj,Yiruma,Piano,Piano - Replayed Version,44,150000,False,0.569,0.00733,1,-24.734,0,0.173,0.996,0.929,0.0931,0.16,76.058,4,new-age,0.1-0.2,0.1-0.2
75756,0yxEJfni0yeoBgtPeiox24,Laura Sullivan,I Guess I'm in Love,I Guess I'm in Love (Piano Version),37,204778,False,0.256,0.136,0,-22.104,1,0.0445,0.989,0.936,0.116,0.206,163.86,4,new-age,0.2-0.3,0.0-0.1
75759,5xZOhQh8TqR166MMrdJzZI,Patrick O'Hearn,So Flows The Current,Like So Much Lost Time,21,236346,False,0.106,0.0167,8,-31.801,1,0.042,0.991,0.967,0.0718,0.0354,91.614,3,new-age,0.0-0.1,0.0-0.1
75763,35slYcw3oelzCruMeTne0D,Yanni,In My Time,Until the Last Moment,38,386186,False,0.216,0.199,6,-18.43,0,0.032,0.948,0.981,0.0904,0.052,101.935,3,new-age,0.0-0.1,0.0-0.1
75765,0qeGdBTMsG8arBbybvH17q,Bernward Koch,Gentle Spirit,An Evening Walk,51,239053,False,0.269,0.127,0,-16.917,0,0.0357,0.94,0.909,0.114,0.0981,125.241,3,new-age,0.0-0.1,0.0-0.1
75766,5ljSSTWLOgKIgPWGeEnt8N,Coyote Oldman,Under An Ancient Sky,Luminescence,22,1119960,False,0.114,0.0326,8,-27.796,1,0.0534,0.987,0.956,0.0741,0.0297,83.614,3,new-age,0.0-0.1,0.0-0.1
75767,1CvRmF7g2AtTJMwBxU5Ku4,Kevin Kern,In the Enchanted Garden,Paper Clouds,44,187600,False,0.531,0.173,5,-17.306,1,0.0464,0.992,0.92,0.13,0.475,106.52,4,new-age,0.4-0.5,0.0-0.1
75768,7ERSQrRptZVM7q3VOdM7OL,Mike Oldfield,Tubular Bells,Tubular Bells - Pt. I,50,1561133,False,0.374,0.219,4,-19.104,0,0.0343,0.564,0.56,0.114,0.0579,103.535,4,new-age,0.0-0.1,0.0-0.1
75769,0bXbGMRhi8Q0f35GRfB81u,Kevin Kern,Imagination's Light,Pearls of Joy,46,233440,False,0.408,0.0943,6,-18.83,0,0.0394,0.995,0.897,0.092,0.205,119.974,4,new-age,0.2-0.3,0.0-0.1
75772,2nyYpTSLRD79S4dnfAvQAn,Michael Allen Harrison,Disney Dreams,Mickey Mouse Lullaby,21,184973,False,0.353,0.213,5,-19.577,1,0.0445,0.969,0.928,0.107,0.148,120.714,4,new-age,0.1-0.2,0.0-0.1
75773,3DnYVJJH3H6P7Svy4x2DYT,Deuter,Koyasan: Reiki Sound Healing,Kindred Spirit,53,499266,False,0.182,0.0824,4,-22.399,0,0.0468,0.98,0.903,0.113,0.0389,151.087,4,new-age,0.0-0.1,0.0-0.1
75775,6eW5pTcSZXpJmk56xv9pxX,Jane Leslie,Starlight Reflection,On a Quiet Night,21,199973,False,0.352,0.045,2,-24.471,1,0.049,0.988,0.944,0.0997,0.122,71.907,3,new-age,0.1-0.2,0.0-0.1
75777,3Z0VzS0JvJ6B40uw58B8g1,Llewellyn,Journey to the Temple,Heart Chakra,21,322786,False,0.119,0.185,5,-22.78,1,0.0447,0.944,0.868,0.685,0.0389,73.275,4,new-age,0.0-0.1,0.0-0.1
75778,3eriWh2AZY8r6rtn3lTYv4,Dan Gibson's Solitudes,Forest Cello,Spirit Wind,21,359893,False,0.296,0.147,5,-22.676,1,0.0313,0.874,0.804,0.765,0.112,75.123,4,new-age,0.1-0.2,0.0-0.1
75780,7KptdVeZAg21MZv687ocyf,Michele McLaughlin,A Celtic Dream,Carrowkeel,21,207413,False,0.217,0.23,0,-13.728,0,0.0413,0.986,0.888,0.105,0.081,88.523,4,new-age,0.0-0.1,0.0-0.1
75782,7MSehijy3QmQLtv0S14uDn,Robert Haig Coxon,Cristal Silence I,Cristal Silence Section 5,21,394866,False,0.237,0.0453,0,-25.535,1,0.0375,0.913,0.917,0.102,0.0795,65.576,3,new-age,0.0-0.1,0.0-0.1
75783,3mtLprtXiXGRAe6j6KsU2m,Deuter,Bamboo Forest,Signatures on Water,21,341093,False,0.188,0.00689,11,-34.623,0,0.0432,0.988,0.821,0.0839,0.078,82.38,3,new-age,0.0-0.1,0.0-0.1
75784,12U2SzAfaFSpDO5L4cxZyH,Dan Gibson's Solitudes,Caribbean Spa,Sea Breeze,21,443160,False,0.404,0.159,2,-24.28,1,0.0314,0.866,0.876,0.847,0.143,100.109,4,new-age,0.1-0.2,0.0-0.1
75790,2SIgGbcduNKHTFEFcvmUaS,Deuter,Koyasan: Reiki Sound Healing,Sound of Invisible Waters,50,572853,False,0.111,0.0211,7,-26.997,0,0.0384,0.956,0.974,0.0617,0.0362,56.653,3,new-age,0.0-0.1,0.0-0.1
75795,1T7QAliOBS2iHntHcTs6jI,Mike Rowland,Arc-En-Ciel: The Healing,The Other Side,21,348493,False,0.172,0.17,6,-14.268,1,0.0319,0.902,0.84,0.0965,0.121,82.104,4,new-age,0.1-0.2,0.0-0.1
75797,1Tz0RmkyaEu4bCNFGKJqlk,Dan Gibson's Solitudes,Pachelbel in the Garden,Elegy,21,446657,False,0.279,0.175,2,-19.876,1,0.0375,0.953,0.563,0.902,0.109,120.543,4,new-age,0.1-0.2,0.0-0.1
75798,6DwrfZPgrvEl6ET5zNOOAf,Liquid Mind,Liquid Mind IX: Lullaby,Letting Go,22,557066,False,0.0768,0.131,2,-23.153,1,0.043,0.948,0.797,0.0926,0.0356,80.765,3,new-age,0.0-0.1,0.0-0.1
75800,2P98yzjjBH0FiZNPv1HGOO,Yiruma,Stay in Memory,I Could See You,42,225066,False,0.349,0.0298,2,-23.601,0,0.041,0.993,0.881,0.151,0.0922,175.194,4,new-age,0.0-0.1,0.0-0.1
75801,21gXtkGSaX27wcqtbams4W,Cusco,Cool Islands,Aurora,48,193506,False,0.301,0.223,0,-15.842,1,0.0435,0.928,0.945,0.182,0.143,139.497,3,new-age,0.1-0.2,0.0-0.1
75802,1eJtn8NErRIgbMt8T6yKcc,Emile Pandolfi,Once Upon a Romance,Someday My Prince Will Come,47,209360,False,0.491,0.0727,1,-18.983,1,0.0463,0.993,0.898,0.116,0.176,75.069,3,new-age,0.1-0.2,0.0-0.1
75803,35kyf1sus3TW7ot6wqqjun,Enigma,"Le Roi Est Mort, Vive Le Roi!","Le Roi Est Mort, Vive Le Roi!",37,117973,False,0.254,0.208,4,-23.672,1,0.0429,0.922,0.613,0.634,0.145,129.63,4,new-age,0.1-0.2,0.0-0.1
75804,6OfOKCu3JVb0zyJj4rc65W,Dean Evenson;Scott Huckabay;Phil Heaven,Golden Spiral,Fibonacci Dreams,22,384680,False,0.299,0.308,9,-14.729,0,0.0301,0.836,0.91,0.111,0.0897,116.384,4,new-age,0.0-0.1,0.0-0.1
75805,19eQWCG7R2ue0tdkXoW1zN,David Arkenstone,Celtic Chillout,Call Of The Sea,45,300791,False,0.475,0.563,4,-13.009,0,0.0355,0.0115,0.777,0.0541,0.368,179.655,4,new-age,0.3-0.4,0.0-0.1
75810,1mITvds7JRzV7WJhsnGGpn,Enigma,The Cross Of Changes,Second Chapter,39,135293,False,0.154,0.115,1,-25.371,0,0.0361,0.202,0.931,0.0788,0.0707,70.195,3,new-age,0.0-0.1,0.0-0.1
75813,4ZJv4VgIP6fXezsrkWxPUw,Emile Pandolfi,By Request,Memory,21,166466,False,0.255,0.199,0,-19.193,1,0.0348,0.991,0.895,0.12,0.0963,131.775,5,new-age,0.0-0.1,0.0-0.1
75814,6U3Gz3tlljM3F9nIk4bzWY,Emile Pandolfi,By Request,Brian's Song,21,124093,False,0.285,0.136,0,-20.05,1,0.036,0.991,0.851,0.106,0.153,86.057,4,new-age,0.1-0.2,0.0-0.1
75815,2j3FIiHM5xAKcJdwb33x1c,Will Ackerman,A Winter's Solstice V,Light And Song,21,198600,False,0.253,0.0373,1,-23.484,1,0.0393,0.943,0.948,0.111,0.087,180.621,3,new-age,0.0-0.1,0.0-0.1
75816,6zbbRoOZLFdJ0UwMggOItk,Stive Morgan,Earth Breath,If Will Come Tomorrow,38,336998,False,0.494,0.741,9,-10.466,0,0.0286,0.776,0.961,0.11,0.202,96.994,4,new-age,0.2-0.3,0.0-0.1
75818,58EgIN2oanhHjN2cQEE9xi,Dean Evenson;Li Xiangting;Phil Heaven,Tao of Peace,Full Apple Tree,22,306213,False,0.174,0.101,9,-16.83,0,0.0402,0.98,0.591,0.115,0.0892,77.015,3,new-age,0.0-0.1,0.0-0.1
75822,05GcPfs0urLjgWdclQGI7K,Will Ackerman,Touch - Windham Hill 25 Years of Guitar,Shella's Pictures,21,318093,False,0.259,0.0681,6,-21.105,1,0.0458,0.978,0.942,0.0993,0.0547,78.324,3,new-age,0.0-0.1,0.0-0.1
75825,5HllUwP1zQYGF7s8YfLToi,Emile Pandolfi;The City of Prague Philharmonic Orchestra,"The Phantom & Others, Vol. One (Special Edition)","Edelweiss (From ""the Sound of Music"")",21,171480,False,0.138,0.0624,10,-20.375,1,0.0344,0.972,0.923,0.116,0.0743,94.435,3,new-age,0.0-0.1,0.0-0.1
75836,71QWBr5CLcQFXkXgzrg3Iy,Tony O'Connor,Dreamtime,Magic,21,532906,False,0.297,0.0213,0,-24.777,1,0.041,0.988,0.843,0.0766,0.194,91.802,4,new-age,0.1-0.2,0.0-0.1
75837,6GolUC84z0Sb6YQ6iAmi4S,Mike Rowland,Arc-En-Ciel: The Healing,Innocence,21,388773,False,0.16,0.0986,7,-20.052,1,0.0374,0.936,0.79,0.103,0.0394,81.09,3,new-age,0.0-0.1,0.0-0.1
75840,7yGylWTbj8YIslRvmJJOoI,Dan Gibson's Solitudes,Island Spa,Island Smile,21,368708,False,0.0651,0.0398,0,-34.71,1,0.0434,0.811,0.84,0.933,0.0772,68.777,4,new-age,0.0-0.1,0.0-0.1
75843,2CnXEvBjnxvONJzakuShcO,Aine Minogue,Celtic Meditation Music,At the Edge of the White Rock,21,340026,False,0.305,0.00912,3,-22.854,1,0.0451,0.984,0.892,0.111,0.235,64.919,4,new-age,0.2-0.3,0.0-0.1
75844,2mQqFbBtedRwpccD2b8Y7F,Secret Garden;Cathrine Iversen,Live at Kilden: 20th Anniversary Concert (Live),Nocturne - Live,22,200573,False,0.17,0.402,2,-12.912,0,0.0435,0.836,0.584,0.978,0.108,79.784,3,new-age,0.1-0.2,0.0-0.1
75846,49mfCQenacNj4IXhaRAjQX,Andreas Vollenweider;Walter Keiser,Eolian Minstrel,The Secret Shrine of Icarus,21,55706,False,0.284,0.364,3,-15.026,1,0.0315,0.607,0.541,0.24,0.0703,102.307,4,new-age,0.0-0.1,0.0-0.1
75848,5MpCrNDawmkZvhMBQ7ctmN,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Matthias Ziegler;Steve Gorn,Dancing with the Lion,Ascent from the Circle,21,245445,False,0.459,0.439,11,-10.734,1,0.0303,0.426,0.596,0.192,0.344,154.193,3,new-age,0.3-0.4,0.0-0.1
75849,31qJ6MTYlqfZCWOdX5kSkK,Tony O'Connor,Uluru,Above with Eagles,21,466706,False,0.424,0.057,7,-20.102,1,0.037,0.96,0.908,0.0599,0.16,75.913,4,new-age,0.1-0.2,0.0-0.1
75852,3UFbSrtbzJ6MhKFJ5oHKEc,Yiruma,f r a m e,Walking In The Forest - Piano Version,43,189000,False,0.476,0.065,2,-18.363,0,0.111,0.991,0.942,0.0865,0.154,134.293,4,new-age,0.1-0.2,0.1-0.2
75853,5vqTmombX7URDpQLpFpmNP,Yiruma,Stay in Memory,The Days That'll Never Come,43,191586,False,0.355,0.111,2,-21.544,0,0.0448,0.985,0.905,0.0804,0.158,103.004,3,new-age,0.1-0.2,0.0-0.1
75855,48HAfozXLXMt5AUYE45Y0N,Jim Brickman,Sleep Baby Sleep: Classic Children's Bedtime Lullabies,Lavender’s Blue,47,192266,False,0.336,0.173,10,-16.092,1,0.0328,0.989,0.931,0.118,0.24,138.014,4,new-age,0.2-0.3,0.0-0.1
75857,1fxsZC2GwwoZrrNxrxtm4m,Laura Sullivan,I Guess I'm in Love,I Guess I'm in Love (Instrumental Version),41,204778,False,0.321,0.114,0,-21.69,1,0.0373,0.988,0.898,0.114,0.129,82.266,4,new-age,0.1-0.2,0.0-0.1
75861,7csUyPBYHadIijsrtHyea6,Bernward Koch,Walking through Clouds,Walking Through Clouds,50,159613,False,0.301,0.151,0,-13.586,1,0.0303,0.936,0.951,0.119,0.0797,106.662,3,new-age,0.0-0.1,0.0-0.1
75862,6qO260PuQGnxCQ4SRrSi6M,Bernward Koch,Walking through Clouds,Touched by Love,50,202853,False,0.153,0.0555,9,-19.488,1,0.0351,0.978,0.953,0.121,0.0618,71.912,4,new-age,0.0-0.1,0.0-0.1
75865,5CiADzdth0kZgDzNhwa5L5,Kevin Kern,Imagination's Light,Fields of Gold,46,290613,False,0.412,0.0521,9,-18.266,1,0.0572,0.953,0.849,0.0935,0.0962,176.152,4,new-age,0.0-0.1,0.0-0.1
75868,0hWsQxJ6HieTRa8XE0kyk3,Yanni,Yanni Live At The Acropolis,One Man's Dream - Live,39,215560,False,0.27,0.278,0,-17.283,0,0.0361,0.944,0.938,0.708,0.0516,117.218,4,new-age,0.0-0.1,0.0-0.1
75872,6KMgecbnpK9teQicjeWrmI,Kevin Kern,In the Enchanted Garden,After the Rain,45,250666,False,0.374,0.0388,10,-23.212,1,0.0563,0.993,0.923,0.117,0.0998,124.013,4,new-age,0.0-0.1,0.0-0.1
75875,1fVj9yaSDfZcX8SaMN7UYN,Patrick O'Hearn,So Flows The Current,The Cold Sea's Embrace,21,232226,False,0.0819,0.0479,2,-26.058,0,0.0476,0.851,0.892,0.115,0.0395,171.892,3,new-age,0.0-0.1,0.0-0.1
75876,31V1pKLbxnZy2F98VptLvd,Jeremy Weinglass,Christmas - Solo Piano,The Christmas Song,21,263061,False,0.339,0.109,3,-19.685,1,0.035,0.969,0.896,0.116,0.116,70.09,4,new-age,0.1-0.2,0.0-0.1
75877,76QOHz5udxsjAFhPNVHfkb,Yanni,The Very Best Of Yanni,In The Morning Light,35,231000,False,0.344,0.177,9,-17.959,1,0.0324,0.974,0.949,0.185,0.173,107.611,4,new-age,0.1-0.2,0.0-0.1
75880,75pzZ0JXoVJ1zHgXeIKh5f,Mike Oldfield,Tubular Bells 2003,Russian,22,44293,False,0.511,0.169,2,-16.233,1,0.0492,0.808,0.841,0.142,0.326,77.084,3,new-age,0.3-0.4,0.0-0.1
75889,277W2yqvfcnREkFVEEwGh5,Deuter,Dream Time,I Will Wait for You,21,240248,False,0.283,0.271,0,-13.97,1,0.0414,0.936,0.991,0.0908,0.0743,73.21,4,new-age,0.0-0.1,0.0-0.1
75900,55SXO6PqR6FQ4wOpsxFitG,Yiruma;Caterina Barontini,Classical Piano for Concentration,Maybe,38,248640,False,0.383,0.107,1,-18.489,1,0.0506,0.991,0.92,0.122,0.189,108.216,5,new-age,0.1-0.2,0.0-0.1
75901,2RZWSolFOoxHOLLvuBCAmV,Yiruma,Piano,Lamentation,43,222000,False,0.441,0.0114,0,-26.618,0,0.0611,0.995,0.906,0.138,0.181,74.25,5,new-age,0.1-0.2,0.0-0.1
75902,6eAEpHCRLhGRvehKp2JzbG,Enigma,Love Sensuality Devotion: The Greatest Hits,Principles Of Lust,37,188600,False,0.567,0.577,10,-10.06,1,0.0437,0.229,0.937,0.327,0.641,190.093,4,new-age,0.6-0.7,0.0-0.1
75903,4mHc7LUlO3k6AXeFV2EiJK,Yiruma,Yiruma Official Album 'Piano Therapy' (The Original Compilation),약속 (Piano Solo),37,144533,False,0.504,0.143,1,-18.713,1,0.0701,0.98,0.922,0.124,0.0584,148.786,4,new-age,0.0-0.1,0.0-0.1
75906,48DrQES5zNIi2L5oEl51mh,Yanni,Dare To Dream,So Long My Friend,23,227600,False,0.313,0.144,5,-17.434,0,0.0306,0.417,0.668,0.0731,0.044,96.658,4,new-age,0.0-0.1,0.0-0.1
75912,2qgg6Y4Sff9yj1E9KmiqSY,Parijat,Reiki Healing Waves,Hearts Awakening,51,420173,False,0.489,0.0929,1,-22.266,1,0.0369,0.949,0.852,0.123,0.158,113.941,4,new-age,0.1-0.2,0.0-0.1
75914,4j4FPgTmKocjxbOMSv75DX,David Arkenstone,Pure Sleep: Music And Nature Sounds For Peaceful Dreams,Be Still,21,431293,False,0.0821,0.396,5,-16.562,1,0.0446,0.817,0.986,0.871,0.0385,76.362,3,new-age,0.0-0.1,0.0-0.1
75920,75EbWbQCa3EDxLRjg1ui43,David Arkenstone,Pure Sleep: Music And Nature Sounds For Peaceful Dreams,Drifting Away,21,480266,False,0.234,0.277,2,-23.213,0,0.0772,0.868,0.682,0.379,0.131,124.469,4,new-age,0.1-0.2,0.0-0.1
75921,1HvAZgj54C1mOR6Q1Fea3Q,Gomer Edwin Evans,Baby Dreams: Instrumental Lullabies,"Sleep, Baby Sleep, Pt. 1",21,223502,False,0.465,0.128,6,-11.975,1,0.0322,0.966,0.833,0.0872,0.17,115.819,3,new-age,0.1-0.2,0.0-0.1
75924,14KYk4234ad6eQ2MhVzyla,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),I,44,250520,False,0.548,0.131,7,-23.074,1,0.0732,0.99,0.937,0.0771,0.143,63.016,4,new-age,0.1-0.2,0.0-0.1
75936,0jo0auZLLZL4PK9ybxkWeH,John Doan,Eire: Isle of the Saints,Resting Upon Jacobs Pillow,21,255080,False,0.338,0.193,6,-14.908,0,0.0314,0.775,0.857,0.109,0.066,135.894,1,new-age,0.0-0.1,0.0-0.1
75948,2ewcm804C5FYOIcGkLATwx,Clannad;Phil Mison,Legend,Together We - Cantoma Mix,21,322613,False,0.582,0.544,7,-11.236,1,0.0387,0.548,0.677,0.623,0.524,91.028,4,new-age,0.5-0.6,0.0-0.1
75950,3m1Vgii1dPwavyxkbRe2fE,B-Tribe,5,Mi Alma Espanol,46,252133,False,0.608,0.4,11,-13.312,0,0.0252,0.489,0.902,0.111,0.166,93.006,4,new-age,0.1-0.2,0.0-0.1
75951,4wNj2BFcywCnyfA7t7D1FG,Jacob's Piano,Corazón de Niño,Corazón de Niño,39,228000,False,0.389,0.425,2,-12.702,0,0.0361,0.966,0.936,0.127,0.105,86.386,4,new-age,0.1-0.2,0.0-0.1
75952,18D1B8L0d1UmLNKKunrs7y,Shastro,Be the Light,Whirling Flames (Excerpt),35,476973,False,0.524,0.357,9,-15.177,0,0.0283,0.62,0.809,0.124,0.303,77.009,4,new-age,0.3-0.4,0.0-0.1
75953,1h0tDdMOq5Qcdefh8LLeRr,Shastro,Flute Meditations (Live),Alap in Shivaranjani,30,444000,False,0.14,0.0596,11,-18.45,1,0.0412,0.99,0.926,0.111,0.253,81.244,1,new-age,0.2-0.3,0.0-0.1
75956,70BN4sYHBT7iIOHfNXXqbs,Jacob's Piano,4 Soundtracks,"Theme from Schindler's List (Reprise) (from ""Schindler's List"")",40,124000,False,0.517,0.0458,7,-23.066,0,0.0468,0.995,0.913,0.118,0.118,61.034,4,new-age,0.1-0.2,0.0-0.1
75957,0S6wkErxrIC9eOLADvFUNl,William Joseph,Nothing Else Matters,Nothing Else Matters,44,261571,False,0.509,0.468,4,-12.813,0,0.0256,0.769,0.945,0.116,0.292,142.991,3,new-age,0.2-0.3,0.0-0.1
75958,6qXJU5VJB4DrLFeZzOxHdR,Laura Sullivan,Thinking out Loud,Thinking out Loud (Instrumental Version),43,212500,False,0.45,0.196,2,-23.646,1,0.0366,0.951,0.934,0.107,0.103,164.033,4,new-age,0.1-0.2,0.0-0.1
75960,4iMiLm8NqP0RJVr28HxQQK,Bernward Koch,Day of Life,The Enchanted Path,50,255760,False,0.255,0.127,0,-14.78,1,0.0323,0.929,0.954,0.104,0.0388,95.953,4,new-age,0.0-0.1,0.0-0.1
75964,4RbUycPJBYlvKj9gNEwZJF,Mike Oldfield,Tubular Bells 2003,Harmonics,21,312386,False,0.521,0.317,0,-13.559,1,0.0299,0.878,0.928,0.193,0.198,84.82,3,new-age,0.1-0.2,0.0-0.1
75984,21vwSntEYxfzAnGuDI5yQj,Lisa Lynne,Relaxation: A Windham Hill Collection,Majestica,21,327000,False,0.671,0.119,0,-22.71,1,0.0343,0.896,0.866,0.0937,0.194,87.003,4,new-age,0.1-0.2,0.0-0.1
75987,6KEP74QSoiTVzLljpy6UVn,Dean Evenson;Li Xiangting,Tao of Peace,Green Quiet Mountain,21,431346,False,0.203,0.131,0,-17.617,1,0.0366,0.988,0.95,0.124,0.0851,80.774,4,new-age,0.0-0.1,0.0-0.1
75989,1OwphiICfwWbJJO1cGQqgY,Mike Oldfield,Tubular Bells 2003,Ghost Bells,21,30546,False,0.245,0.15,2,-20.047,1,0.036,0.307,0.901,0.321,0.0362,90.168,3,new-age,0.0-0.1,0.0-0.1
76060,1G3QPQkoXvpChjNUhd6Tfs,Jean-Philippe Rameau;Víkingur Ólafsson,"Rameau, Ólafsson: The Arts and the Hours",The Arts and the Hours,64,285442,False,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,4,opera,0.2-0.3,0.0-0.1
76062,1ntwYN2nT0Dl3c8lne15ii,Jacques Offenbach;Helmuth Brandenburg,"Operas Operetta Overtures, Operetten Opern Ouvertüren",Can Can,57,131599,False,0.429,0.535,3,-11.043,1,0.0379,0.815,0.93,0.0759,0.926,81.182,4,opera,0.9-1.0,0.0-0.1
76067,318jLr9oY0UrxYqyUHCfBA,Jean-Philippe Rameau;Víkingur Ólafsson,Debussy – Rameau,The Arts and the Hours,54,285442,False,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,4,opera,0.2-0.3,0.0-0.1
76070,4P2YFXfi4tiQLW0Ul0XJYC,Giuseppe Verdi;Quatuor Zaïde,No(s) Dames,I masnadieri: Prélude (Arr. for String Quartet by Eric Mouret),36,185373,False,0.192,0.05,2,-23.002,0,0.0433,0.96,0.551,0.175,0.144,68.149,4,opera,0.1-0.2,0.0-0.1
76071,671FtednpnMTgU26wryBl6,Jacques Offenbach;Nemanja Radulović;Camille Thomas;Double Sens,Offenbach - Great Recordings,"Les Contes d'Hoffmann / Act III: Barcarolle (Arr. for Violin, Cello, Piano and String Ensemble by Aleksandar Sedlar)",34,201960,False,0.11,0.0299,2,-22.969,1,0.0426,0.97,0.778,0.102,0.0543,167.214,4,opera,0.0-0.1,0.0-0.1
76109,4qqXbRF8ZWBLP9wwL8QtzB,Secret Garden,Songs From A Secret Garden,Adagio,54,175040,False,0.115,0.328,7,-11.154,0,0.0416,0.911,0.771,0.101,0.0611,51.096,4,opera,0.0-0.1,0.0-0.1
76110,6NsZucPvDbyARfXLgTpY9u,Giacomo Puccini;HAUSER;Robert Ziegler;London Symphony Orchestra,Classic,Nessun Dorma,51,177960,False,0.168,0.475,2,-5.732,1,0.0349,0.911,0.929,0.124,0.0523,98.286,4,opera,0.0-0.1,0.0-0.1
76111,10kVkdx0enQ9K0b0INQpPM,Secret Garden,Once In A Red Moon,The Promise,55,200933,False,0.184,0.161,9,-18.261,1,0.0464,0.925,0.771,0.109,0.087,86.351,4,opera,0.0-0.1,0.0-0.1
76112,5pSxOv6lbvdz2fddSUPdSA,Secret Garden,Songs From A Secret Garden,Song From A Secret Garden,58,214786,False,0.226,0.303,0,-10.866,0,0.0374,0.897,0.878,0.162,0.094,66.727,4,opera,0.0-0.1,0.0-0.1
76113,4oviAMVnj3noW22hfvgFQS,Léo Delibes;Razumovsky Symphony Orchestra;Andrew Mogrelia,Delibes: Sylvia (Complete Ballet) / Saint-Saens: Henry Viii,Sylvia: Act III: Divertissement: Variation - Valse,58,75106,False,0.346,0.0578,3,-22.644,1,0.0352,0.932,0.928,0.211,0.422,97.259,3,opera,0.4-0.5,0.0-0.1
76116,3By9jCy6b4dv5XnlhvIWwx,Giuseppe Verdi;Carmen Giannattasio;Veronica Simeoni;Alxander Timchenko;Carlo Colombara;Yuri Temirkanov;St. Petersburg Philharmonic Orchestra,Verdi Requiem,Dies Irae,55,134746,False,0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,4,opera,0.2-0.3,0.0-0.1
76122,4U5KYGvHlGbeUUNL6ADWjd,André Rieu;Johann Strauss Orchestra,100 Greatest Moments,"The Second Waltz, Op. 99a",55,221706,False,0.242,0.295,0,-10.751,0,0.0319,0.919,0.899,0.107,0.467,186.669,3,opera,0.4-0.5,0.0-0.1
76123,54CxNTyZKvZZx8jLQu69Kb,André Rieu;Johann Strauss Orchestra,Magie de la valse,"The Blue Danube, Op. 314",30,478533,False,0.268,0.157,2,-14.398,1,0.031,0.922,0.937,0.308,0.122,96.802,4,opera,0.1-0.2,0.0-0.1
76124,66Wbyn03XzopAGBwubsUGC,Giorgia Fumanti,Magnificat,Ninna nanna,28,214120,False,0.299,0.306,2,-11.962,1,0.036,0.962,0.548,0.11,0.109,90.518,3,opera,0.1-0.2,0.0-0.1
76128,48Wx42iablOLBHCyZ0j2SF,Georges Bizet;Luciano Pavarotti;Vienna Volksoper Orchestra;Leone Magiera,The World's Best Loved Tenor Arias,"Carmen, WD 31: ""La fleur que tu m'avais jetée""",30,265053,False,0.278,0.182,1,-17.244,1,0.0445,0.977,0.605,0.177,0.0627,128.494,4,opera,0.0-0.1,0.0-0.1
76138,3Uro3DdfzjEIbVA68LrYYs,"Léo Delibes;Orchestra of the Royal Opera House, Covent Garden;Mark Ermler",Delibes: Coppelia (Highlights),"Coppélia: Coppélia, Act II: Musique des automates",29,113933,False,0.499,0.177,4,-25.878,1,0.0422,0.901,0.561,0.312,0.56,125.939,4,opera,0.5-0.6,0.0-0.1
76146,0Qv1xmPwI57jlxymEy565g,Giacomo Puccini;Rolando Panerai;Gianni Maffeo;Luciano Pavarotti;Mirella Freni;Schöneberger Sängerknaben;Chor der Deutschen Oper Berlin;Berliner Philharmoniker;Herbert von Karajan,Puccini: La Bohème,"La bohème, SC 67 / Act 2: ""Arranci, datteri!""",29,172706,False,0.359,0.517,5,-13.837,1,0.0949,0.966,0.771,0.765,0.39,108.247,4,opera,0.3-0.4,0.0-0.1
76153,3IWc2l9A8RyPfJpDmtRwtu,Secret Garden,You Raise Me Up - The Collection,Lotus,41,275600,False,0.24,0.231,4,-13.889,0,0.0366,0.771,0.903,0.277,0.0384,81.013,3,opera,0.0-0.1,0.0-0.1
